,text,label
263,seriusan patuh untung peduli sm masyarakat gak on sosmed jd tersebar infonya,0.0
264,bagus bat emang billboard ginian,0.0
265,bandel dirumahaja,0.0
266,stay home ya sayang,0.0
267,iya jeng semoga penyebaran menurun,0.0
268,dirumahaja bareng,0.0
269,dirumahaja bareng,0.0
270,stuju kak,0.0
271,kece kun,0.0
272,iya fey,0.0
273,mangtep ayy,0.0
274,like vir,0.0
275,dirumahaja gausah nnton konser kpop dlu,0.0
276,respect kak masang billboard,0.0
277,kamusih gagal moveon,0.0
278,udah pake billboard segeda gaban gini kudu sadar sesadar sadarnya mari santai dirumah kaum rebahan ya,0.0
279,uwu,0.0
280,keren nih billboardnya dirumahaja gerakansocialdistancing meredam persebaran virus corona goodjob,0.0
281,kka,0.0
282,yes im home,0.0
283,dirumahaja patuhi gerakansosialdistancing,0.0
284,ga kerasa nih udah dirumahaja kayak gini tuh emang jaga imun sehat keren kepedulian masyarakat himbayan corona semangat gerakan socialdistancing,0.0
285,semoga bisa contoh brand,0.0
286,nahh,0.0
287,kalo ada tetangga elu malingan gimana cobak lu rumah,0.0
288,efektif,0.0
289,efektif bgini tuh patut apresiasi,0.0
290,apai mei,0.0
291,emang hrus gitu biar masyarakat mengerti,0.0
292,bener kece deh bermanfaat on sosmed,0.0
293,seng msh suka bandel baca kebangetan bgt kalo diabaikan billboard segede,0.0
294,iya bby zona merah,0.0
295,iya sih gak aktif medsos ya,0.0
296,kece ya,0.0
297,uwaw,0.0
298,billboard kek gini diperbanyak masyarakat dukung trus langkah masyarakat trus dirumahaja aktif gerakan socialdistancing mangats,0.0
299,udah,0.0
300,ngeyel gapunya otak gabisa baca emang valid,0.0
301,gmana ganti nomor hp bilangnya bisa gmana progres,0.0
302,karna persen bunga bunga tahunan cuman sekian persen pengen cepat kaya doank pelajari,0.0
303,buset udah email kali nemu gak bisa ganti nomor bisa what,0.0
304,akseleran telat kalo uangme cashwagon asetku ngga kalo ada gagal bayar dana dijamin aman diasuransiin,1.0
305,udah ngga pake modelnya crowdfunding pake nunggu mayan pas naro duit dana ngga dijamin returnnya ngga mending uangme cashwagon asetku naro duit langsung menghasilkan dananya dijamin aman cuannya mayan,1.0
306,coba kasi pendapat bisa sampe ribu,0.0
307,mohon dibantu sudah sent dm,1.0
308,paman pake ga need reviewnya kamsia,1.0
309,halo mohon ditanggapi,1.0
310,min check your dm,1.0
311,yuq tks,0.0
312,halo,0.0
313,halo,0.0
314,gimana pinjaman gagal bayar,0.0
315,pembelajaran mempercayakan investasi perusahaan fintech sembrono serampangan rating ngawur debitur,0.0
316,pembelajaran mempercayakan investasi perusahaan fintech sembrono serampangan rating ngawur debitur,0.0
317,buntung sudah bunganya eh modal pokok pinjaman hilang jejak ada kejelasan nasib investasi,1.0
318,gabut dirumah min,0.0
319,tolong cek dm akun makasih,1.0
320,renovasi rumah min,0.0
321,tanya,0.0
322,pulkam min,0.0
323,tolong cek dm,1.0
324,tolong cek dm,1.0
325,sudah sebulan ada kejelasan tlg dibantu donk,1.0
326,saldo jaminan dana proteksi terbaru,0.0
327,kirim email ngak prnh balas ya,0.0
328,laporan laba rugi menunya udah ga ada,1.0
329,permisi kn lgi butuh uang juta kah bisa meminjamkan,0.0
330,min donk dm nya,0.0
331,wkwkwkwkw,0.0
332,pengajuan pinjaman sudah minggu antrian,1.0
333,reply dm,1.0
334,dm dm dm,1.0
335,bg tutorial centang biru,0.0
336,cek dm nya,1.0
337,we followed and hope there will be a fund to scale up our used motorcycle bussiness thank you,0.0
338,amartha investree,0.0
339,sudah dm nih d bales,0.0
340,terimakasih,0.0
341,dm min,1.0
342,cek dm min,1.0
343,cek dm min,1.0
344,cek dm min,1.0
345,cek dm min,1.0
346,tolong cek dm trims,1.0
347,gaji cair min,1.0
348,cek dm,1.0
349,cek dm,1.0
350,cek dm,1.0
351,cek dm,1.0
352,cek dm,1.0
353,untung gw pinjemin,0.0
354,email utk,1.0
355,sudah dm ya tlg dibantu email support blm dijwb,1.0
356,kenceng yah promonya,0.0
357,aplikasi error data pendanaan ga,0.0
358,nya error muncul something went wrong ga ada data muncul udah versi terbaru,1.0
359,min webnya n appsnya ga bisa dibuka punyaku nih,1.0
360,sudah seminggu pengajuan pinjaman proses ya bu,1.0
361,penarikan dana bank pendana,1.0
362,tlg dibantu uang blm masuk account cash kronologi sbb feb top up account cash feb email support krn ga reflect account feb dijwb support sudah cek rekening berkala feb sampe skrg tdk ada masuk,1.0
363,halo min nanya gunain koin gmna ya koin gak bisa beli koinrobo,1.0
364,efeknya pendanaan menunggu dana diinvestasikan menghasilkan memenuhi kuota pendanaan menunggu dokumen lengkap dana disalurkan dana diinvestasikan langsung disalurkan menghasilkan,0.0
365,admin mohon penjelasan utk mengajukan pinjaman rejecd,1.0
366,disebarluaskan,0.0
367,hai sudah reply via dm ya tolong dicek thanks,1.0
368,terimakasih responnya sudah dm ya min mohon dibantu makasi,1.0
369,sudah paham skrg terima kasih,1.0
370,pinjaman acc bisa jalankan usaha bisa sukses jalanin usaha amin,0.0
371,coin engga bisa dipakai ya bisa dikasihtau,0.0
372,renov rumah ganti mobil pergi haji,0.0
373,whistlist miko miko,0.0
374,release aplikasi benernya ya bos iya kejadian,0.0
375,gabisa tidur bukanya seratus rebu tanam lagii,0.0
376,mantap bbrp teman dipromosikan blm pd daftar sih,0.0
377,terimakasih min,0.0
378,halo kaa harap cek dm ya thankss,1.0
379,sudah tergabung peminjam akun bisnis,0.0
380,bisa filter u exclude pinjman sd biayai tdk tampil marketplace apps gimana nya,1.0
381,miin cek dm,1.0
382,klo pngajuan rejec krn lengkap dokumen trus bs ngajukan brpa tenggat bs ngajukan lg,0.0
383,kompensansi keterlambatan diterima pendana cari web faq ada,1.0
384,okay terima kasih kak,1.0
385,sudh didm ya,0.0
386,tolong respon dm sudah infonya,0.0
387,jgn lupa investasi let me introduce you to and use my to get,0.0
388,nama data ktp data bank bisa sudah bisa tarik dana menu apps membingungkan mudah versi web sistem csnya baca perkembangan silakan rekan cocok berinvestasi,1.0
389,hmm mending balas dm kemarin min terkait pendanaan,1.0
390,min tolong cek dm ya accpunt value berkurang,1.0
391,knp aplikasi ku ngga bisa masuk y,1.0
392,sip thx jawabannya dm,1.0
393,iseng nyari keyword ada ngalamin mas portfolio turun pendanaan turun tolong reply,1.0
394,salah satunya tp gue kapok pake,1.0
395,knapa emang gw mlh pke amartha ama wkwkwkw,0.0
396,aktif kec danamas amartha,0.0
397,agresif pendanaan bgt terpenuhi proses disbursement jg oh ya jg ada robokoin jdnya shadowbanking investree konservatif pendanaan terpenuhi tenor pendek bln komunikatif utk penyelesaian default,0.0
398,waw abis searching fintech lending ya aman ga sih,0.0
399,akseleran,0.0
400,bingung bisa ada iklan diselingan iklan pusat sejarah markas tni coba cek dibalik,1.0
401,karyawan bertambah menunjukan komitmen layanan terbaik finansial terobosan dunia fintech,0.0
402,karyawan bertambah menunjukan komitmen layanan terbaik finansial terobosan dunia fintech,0.0
403,platform finansial disukai memimpin pengunjung platform fintech lending indonesia berdasarkan alexa,0.0
404,pendanaan debt funding keseriusan institusi finansial menyalurkan pembiayaan produktif pelaku social commerce ukm indonesia,0.0
405,pendanaan debt funding keseriusan institusi finansial menyalurkan pembiayaan produktif pelaku social commerce ukm indonesia,0.0
406,menerima pendanaan debt funding sampoerna cimb saison modern finance disalurkan pelaku social commerce sesuai fokus,0.0
407,menyediakan pinjaman pengembangan bisnis bergerak penyaluran biaya pendidikan koinpintar,0.0
408,menyediakan pinjaman pengembangan bisnis bergerak penyaluran biaya pendidikan koinpintar,0.0
409,cobain teh nit haha,0.0
410,nice,0.0
411,terjawab sudah penasaranku bunga pertahun gede deposito kusegera berinvestasi menabung ada keraguan lagiiiihhhh,0.0
412,fintech digital lending bergerak mendukung melayani pembiayaan ukm digital koinbisnis pengusaha didanai pelaku sudah melebarkan sayapnya online rekam jejaknya,0.0
413,prestasi sudah dicapai pertumbuhan signifikan pertumbuhan pengguna meningkat penyaluran pinjaman wow sih ya sudah terpercaya,0.0
414,tenang dipercaya pengguna wadah pengembangan bisnis pendidikan raru pengguna bunga pertahun gede deposito cihuy,0.0
415,kerjanya mempertemukan peminjam pendana online akses layanan keuangan masyarakat terlayani lembaga perbankan layanan platform memudahkan jaman digital,0.0
416,dibutuhkan sudah membuka kantor cabang yogyakarta surabaya bandung masyarakat,0.0
417,fintech digital lending dah mendukung melayani pembiayaan ukm digital koinbisnis bergerak ukm bisa tenang butuh tambahan dana usaha,0.0
418,sudah berpasangan senang,0.0
419,gak ada investasi bikin modal bangun candi prambanan malem bisa dapet ratusan pake rp bisa invest untung melimpah pake loh,0.0
420,iyaa coba pelajari eh safe area sebar nih kemarin rumah hani,0.0
421,bilang hujan pertanda rezeki kabar bener malam udaranya dingin ada info keren,0.0
422,nih urusan kenaikan uang belanja bu ibuk perencanaan pasangan pastinya ya bisa depannya tercipta salah satunya finansial,1.0
423,kredibilitasnya bagus sih dianugerahkan the most innovative fintech of the year bisnis indonesia innovative company in providing online funding with machine learning kategori financial technology warta ekonomi,0.0
424,beneerr klo investasi keuntungan,0.0
425,urusan bisnis ada namanya koinbisnis pendidikan tersedia namanya koinpintar inovasi pastinya dirasakan manfaatnya orang,1.0
426,sudah membahagiakan pasangan bunga kuy memikirkan investasi kembangkan bisnis bisnis bersifat offline digtal bisnis bisa thread end,0.0
427,program dekade pendidikan ya,0.0
428,menariknya pendana terbesar indonesia dipercaya pengguna wadah pengembangan bisnis pendidikan,0.0
429,nih peduli pendidikan indonesia,0.0
430,memenangkan the asian banker financial innovation showcase and competition indonesia kategori lending terpilih top finalis ajang visa everywhere initiative informasi detail,0.0
431,dianugerahkan the most innovative fintech of the year bisnis indonesia innovative company in providing online funding with machine learning kategori financial technology warta ekonomi,0.0
432,udah mba,1.0
433,platform finansial disukai memimpin pengunjung platform fintech lending indonesia berdasarkan alexa pencapaian kesadaran masyarakat indonesia produk finansial fintech,0.0
434,menyediakan pinjaman pengembangan bisnis bergerak penyaluran biaya pendidikan koinpintar koinpintar mengeluarkan terobosan dekade dana edukasi,0.0
435,platform berhasil pemenang the asian banker financial inivation and showcase,0.0
436,naaah ga nyediain pinjaman pengembangan bisnis bergerak penyaluran biaya pendidikan koinpintar kece sih,0.0
437,kredibilitasnya bagus loh dianugerahkan the most innovative fintech of the year bisnis indonesia innovative company in providing online funding with machine learning kategori financial technology warta ekonomi,0.0
438,uang belanja bulanan dikit udah senang hasil senang yups gede deposito bisa puas deh belanja aneka kebutuhan plus hiburan aman deh keluarga istri udah bahagia eaa,0.0
439,lumayan denga bunga bisa mewujudkan impian lo ketimbang ditaruh deposito bank,0.0
440,platform bisa diakses via apps android ios,0.0
441,belom,0.0
442,dibahagiakan pengin investasi,0.0
443,ragam layanan aplikasi pengalaman terbaik pengguna mengakses layanan dibutuhkan,0.0
444,sayaaaa udah paham kerjanya investasi manfaat peminjam,0.0
445,salfok dg kalimat bahagiakan istri dg lho pean gak pengen ta,0.0
446,ukm koinpintar pembiayaan kuliah gampang bunga terjangkau memudahkan pemuda pemudi negara ber flower sukses akademiknya,0.0
447,pendanaan debt funding keseriusannya institusi finansial dlm menyalurkan pembiayaan produktif pelaku social commerce ukm indonesia,0.0
448,uang sisa ngendap tabungan mending invest hihi nggak susah,0.0
449,fyi nih thn jd pemenang the asian banker financial innovation and showcase top finalis visa everywhere initiative the most innovative peer to peer lending platform indonesia international financial award,0.0
450,merencanakan pendidikan ada program dekade pendidikan terencana,0.0
451,menerima pendanaan debt funding sampoerna cimb saison modern finance disalurkan pelaku social commerce sesuai dgn fokus,0.0
452,kadang suka bingung gimana investasinya pas malem ngeliat gambar iklan twitnya andihiyat langsung donk kepo sih pionir peer to peer lending,0.0
